"event_id","user_id","event_datetime","event_type","revenue"
44,7,"3/5/2025 21:04",login,0.00
45,8,"29/5/2025 01:05",registration,0.00
46,8,"13.06.2025 18:00",view_content,0.00
47,8,"12/08/2025 2:42",login,0.00
48,8,"13.08.2025 19:02",purchase,20.00
49,8,"29/8/2025 23:35",view_content,0.00
50,9,"8.5.25 04:38",registration,0.00
51,9,"5.7.25 00:06",login,0.00
52,10,"25-3-2025 01:42",registration,0.00
53,10,"15/4/2025 13:29",login,0.00
54,10,"18/04/2025 04:15",view_content,0.00
55,10,"17.05.2025 18:43",login,0.00
56,11,"15-4-2025 05:54",registration,0.00
57,11,"3/5/2025 15:48",view_content,0.00
58,11,"29/4/2025 21:23",purchase,30.00
59,11,"15.05.2025 09:46",purchase,30.00
60,11,"17/5/2025 04:39",login,0.00
61,11,"2.7.25 15:04",login,0.00
62,11,"08.07.2025 17:21",view_content,0.00
63,11,"22/7/2025 22:31",view_content,0.00
64,11,"8-9-2025 17:30",view_content,0.00
65,11,"27.9.25 16:02",play_video,0.00
66,11,"28.10.2025 04:53",login,0.00
67,11,"23.11.2025 02:36",login,0.00
68,11,"28/11/2025 03:34",login,0.00
69,12,"16/01/2025 05:44",registration,0.00
70,12,"27/01/2025 05:55",login,0.00
71,12,"17.02.2025 22:48",support_request,0.00
72,12,"4.3.25 10:32",play_video,0.00
73,13,"03.02.2025 20:13",registration,0.00
74,13,"18-2-2025 04:22",login,0.00
75,13,"28.2.25 18:09",login,0.00
76,13,"9.3.25 18:21",login,0.00
77,13,"1-5-2025 6:56",login,0.00
78,13,"22/05/2025 22:50",login,0.00
79,13,"15/05/2025 01:48",login,0.00
80,13,"21/06/2025 13:25",login,0.00
81,14,"22.5.25 00:23",registration,0.00
82,14,"28/5/2025 05:44",login,0.00
83,14,"4-9-2025 21:01",cancel,0.00
84,15,"4/6/2025 23:18",registration,0.00
85,15,"24.6.25 10:52",login,0.00
86,15,"22.7.25 10:45",play_video,0.00
87,16,"7/2/2025 20:25",registration,0.00
88,16,"9.2.25 07:59",view_content,0.00
89,16,"10.02.2025 14:44",cancel,0.00
90,17,"07.05.2025 22:51",registration,0.00
91,17,"20-5-2025 22:47",view_content,0.00
92,17,"21.07.2025 01:25",login,0.00
93,17,"30.07.2025 05:58",login,0.00
94,18,"19-1-2025 23:14",registration,0.00
95,18,"25-2-2025 15:33",cancel,0.00
96,18,"2.4.25 09:12",view_content,0.00
97,18,"10-4-2025 6:46",support_request,0.00
98,18,"15-5-2025 11:52",play_video,0.00
99,18,"1-5-2025 5:04",cancel,0.00
100,18,"1-6-2025 2:24",play_video,0.00
101,18,"8.6.25 07:20",view_content,0.00
102,19,"1/1/2025 21:15",registration,0.00
103,19,"7-1-2025 9:04",view_content,0.00
104,19,"16/03/2025 02:29",login,0.00
105,19,"6/3/2025 19:53",login,0.00
106,19,"18.4.25 02:31",play_video,0.00
107,19,"13/4/2025 22:57",view_content,0.00
108,19,"08/05/2025 6:50",login,0.00
109,19,"21/05/2025 22:45",purchase,15.00
110,19,"05/06/2025 6:06",login,0.00
111,19,"12.06.2025 06:00",login,0.00
112,19,"22/07/2025 08:15",login,0.00
113,19,"25.8.25 01:08",login,0.00
114,20,"29-3-2025 17:03",registration,0.00
115,20,"20/04/2025 00:22",play_video,0.00
116,20,"21/05/2025 10:36",view_content,0.00
117,20,"04.05.2025 13:09",login,0.00
118,20,"11-6-2025 6:28",view_content,0.00
119,20,"04/07/2025 8:41",login,0.00
120,20,"15.8.25 13:28",login,0.00
121,20,"17.9.25 14:01",play_video,0.00
122,20,"03.10.2025 09:50",login,0.00
123,20,"05/10/2025 15:50",view_content,0.00
124,20,"11-11-2025 1:31",view_content,0.00
125,21,"12/5/2025 16:45",registration,0.00
126,21,"25.8.25 17:08",login,0.00
127,21,"05.09.2025 07:17",cancel,0.00
128,21,"13.10.25 03:10",login,0.00
129,21,"25-10-2025 06:26",view_content,0.00
130,22,"13/3/2025 08:11",registration,0.00
131,22,"04/04/2025 16:03",support_request,0.00
132,22,"3/5/2025 3:48",login,0.00
133,22,"01.05.2025 21:55",purchase,10.00
134,22,"29.05.2025 11:34",login,0.00
135,22,"13/6/2025 13:35",view_content,0.00
136,22,"26/7/2025 02:21",view_content,0.00
137,22,"29/08/2025 07:03",login,0.00
138,22,"10.9.25 14:02",login,0.00
139,23,"30/1/2025 15:17",registration,0.00
140,23,"07/04/2025 7:46",view_content,0.00
141,23,"16.5.25 08:42",play_video,0.00
142,23,"18.06.2025 11:00",login,0.00
143,23,"12.07.2025 05:31",purchase,40.00
144,24,"01/04/2025 19:54",registration,0.00
145,24,"21.04.2025 21:44",login,0.00
146,24,"29-4-2025 04:12",play_video,0.00
147,24,"02.05.2025 14:40",view_content,0.00
148,24,"6/6/2025 0:19",purchase,20.00
149,24,"22/07/2025 02:27",view_content,0.00
150,24,"22.07.2025 04:51",login,0.00
151,24,"31/7/2025 16:44",play_video,0.00
152,24,"4/9/2025 18:00",login,0.00
153,24,"19-9-2025 18:54",login,0.00
154,24,"5.10.25 21:49",login,0.00
155,24,"22-11-2025 06:23",login,0.00
156,24,"25-11-2025 03:54",play_video,0.00
157,25,"13/05/2025 19:50",registration,0.00
158,25,"2-6-2025 1:06",cancel,0.00
159,25,"13.6.25 10:22",cancel,0.00
160,25,"27/06/2025 10:42",login,0.00
161,25,"08/08/2025 6:08",play_video,0.00
162,25,"17.7.25 17:30",login,0.00
163,25,"03.09.2025 17:02",login,0.00
164,25,"20.9.25 17:20",login,0.00
165,25,"12.11.2025 04:25",play_video,0.00
166,25,"12/12/2025 2:42",login,0.00
167,25,"30.01.2026 09:01",play_video,0.00
168,25,"03/02/2026 20:56",view_content,0.00
169,26,"6/6/2025 10:02",registration,0.00
170,26,"27.6.25 20:37",login,0.00
171,26,"19/08/2025 06:37",view_content,0.00
172,27,"15.03.2025 20:09",registration,0.00
173,27,"31/03/2025 18:35","",0.00
174,27,"08/04/2025 11:41",view_content,0.00
175,27,"23.05.2025 11:47",view_content,0.00
176,27,"24.5.25 20:52",login,0.00
177,27,"7/7/2025 12:31",login,0.00
178,27,"14/6/2025 21:41",view_content,0.00
179,27,"18.7.25 15:09",view_content,0.00
180,27,"23-8-2025 11:13",login,0.00
181,27,"20-8-2025 12:58",cancel,0.00
182,28,"23/6/2025 17:15",registration,0.00
183,28,"28.06.2025 08:21",play_video,0.00
184,28,"1-8-2025 7:08",cancel,0.00
185,28,"30-8-2025 07:54",login,0.00
186,28,"07/09/2025 6:12",login,0.00
187,28,"3/11/2025 20:57",login,0.00
188,28,"02.11.2025 15:39",play_video,0.00
189,29,"7-5-2025 12:03",registration,0.00
190,29,"7.5.25 23:05",view_content,0.00
191,29,"19/05/2025 00:43",view_content,0.00
192,29,"14.9.25 10:25",view_content,0.00
193,29,"2/10/2025 3:24",cancel,0.00
194,30,"15/1/2025 00:40",registration,0.00
195,30,"04/02/2025 15:41",login,0.00
196,30,"21/01/2025 07:11",play_video,0.00
197,30,"17.2.25 19:29",view_content,0.00
198,30,"22/2/2025 01:34",login,0.00
199,30,"10/4/2025 14:11",view_content,0.00
200,30,"17/3/2025 07:14",play_video,0.00
201,30,"18/04/2025 01:04",view_content,0.00
202,30,"23.04.2025 22:18",login,0.00
203,31,"2.4.25 10:32",registration,0.00
204,31,"20.4.25 20:16",login,0.00
205,31,"27.05.2025 08:53",login,0.00
206,31,"20.5.25 02:40",login,0.00
207,31,"23.07.2025 11:36",view_content,0.00
208,31,"17.8.25 01:23",login,0.00
209,31,"9-9-2025 21:26",view_content,0.00
210,31,"01/10/2025 23:57",cancel,0.00
211,32,"17.1.25 22:26",registration,0.00
212,32,"9-2-2025 4:51",login,0.00
213,32,"19.1.25 18:21",login,0.00
214,32,"31/3/2025 17:59",login,0.00
215,32,"24.03.2025 21:36",play_video,0.00
216,32,"09/05/2025 1:17",login,0.00
217,32,"1/6/2025 12:46",support_request,0.00
218,32,"3-6-2025 18:29",play_video,0.00
219,32,"11.7.25 09:58",login,0.00
220,33,"13/6/2025 09:04",registration,0.00
221,33,"15/6/2025 01:30",login,0.00
222,34,"23-4-2025 07:52",registration,0.00
223,34,"17/05/2025 04:21",support_request,0.00
224,34,"15.5.25 13:38",play_video,0.00
225,34,"6/11/2025 7:55",login,0.00
226,34,"11.11.2025 22:17",play_video,0.00
227,35,"14/01/2025 18:46",registration,0.00
228,35,"26.1.25 18:09",login,0.00
229,35,"10/03/2025 4:17",login,0.00
230,35,"16.3.25 04:14",support_request,0.00
231,35,"17.4.25 03:46",login,0.00
232,36,"26.1.25 19:28",registration,0.00
233,36,"18.2.25 23:06",play_video,0.00
234,36,"15/03/2025 22:23",login,0.00
235,36,"04.03.2025 15:30",view_content,0.00
236,36,"29-3-2025 23:05",view_content,0.00
237,36,"31-3-2025 14:38",view_content,0.00
238,37,"27/1/2025 22:22",registration,0.00
239,37,"06.03.2025 11:44",view_content,0.00
240,37,"17-3-2025 13:09",view_content,0.00
241,38,"26/3/2025 16:44",registration,0.00
242,38,"27-3-2025 05:00",login,0.00
243,38,"17.05.2025 22:07",view_content,0.00
244,38,"15/05/2025 15:11",login,0.00
245,38,"3/7/2025 21:55",login,0.00
246,38,"16-9-2025 21:24",login,0.00
247,38,"27/09/2025 08:44",support_request,0.00
248,38,"29-10-2025 17:39",purchase,20.00
249,39,"15/5/2025 10:58",registration,0.00
250,39,"27/05/2025 19:56",login,0.00
251,39,"11/06/2025 1:25",login,0.00
252,40,"12.3.25 19:47",registration,0.00
253,40,"27-3-2025 15:34",login,0.00
254,40,"25/3/2025 14:53",view_content,0.00
255,40,"20-4-2025 13:46",login,0.00
256,40,"20.4.25 13:55",login,0.00
257,40,"07.06.2025 22:00",login,0.00
258,40,"20.05.2025 10:21",login,0.00
259,40,"2-7-2025 18:19",view_content,0.00
260,40,"03.07.2025 07:03",login,0.00
261,40,"29-7-2025 23:48",play_video,0.00
262,40,"14-7-2025 04:14",login,0.00
263,40,"27/09/2025 13:04",view_content,0.00
264,41,"24-2-2025 03:16",registration,0.00
265,41,"02/03/2025 16:33",view_content,0.00
266,41,"2-5-2025 20:27",view_content,0.00
267,41,"13-5-2025 11:38",view_content,0.00
268,41,"3-7-2025 17:26",support_request,0.00
269,41,"10/8/2025 17:08",purchase,10.00
270,41,"3.8.25 06:38",purchase,20.00
271,42,"6.6.25 06:06",registration,0.00
272,42,"29/06/2025 12:37",login,0.00
273,42,"1.8.25 21:53",purchase,15.00
274,42,"9/7/2025 11:42",login,0.00
275,42,"22/8/2025 20:53",login,0.00
276,42,"23.8.25 12:02",view_content,0.00
277,42,"19/10/2025 06:21",view_content,0.00
278,43,"21.06.2025 17:36",registration,0.00
279,43,"18.7.25 19:03",view_content,0.00
280,43,"08/07/2025 23:31",view_content,0.00
281,43,"07.08.2025 07:10",login,0.00
282,43,"13.8.25 06:29",view_content,0.00
283,43,"16.09.2025 09:23",login,0.00
284,43,"04.09.2025 14:29",view_content,0.00
285,43,"15-10-2025 17:39",play_video,0.00
286,43,"26.09.2025 13:34",view_content,0.00
287,44,"18/03/2025 20:36",registration,0.00
288,44,"03/04/2025 9:57",play_video,0.00
289,44,"03.04.2025 17:13",play_video,0.00
290,44,"18.4.25 21:31",view_content,0.00
291,44,"31.5.25 00:36",purchase,30.00
292,44,"13/06/2025 10:34","",0.00
293,45,"20-5-2025 17:55",registration,0.00
294,45,"28/05/2025 15:24",login,0.00
295,45,"4-6-2025 7:10",support_request,0.00
296,45,"11.07.2025 20:31",login,0.00
297,45,"8.7.25 06:40",login,0.00
298,45,"23.07.2025 17:20",purchase,15.00
299,45,"03/09/2025 15:55",view_content,0.00
300,45,"10.9.25 19:38",login,0.00
301,45,"4-10-2025 19:17",view_content,0.00
302,46,"10/6/2025 21:07",registration,0.00
303,46,"6/7/2025 5:07",login,0.00
304,46,"4-7-2025 17:34",view_content,0.00
305,46,"4.8.25 07:10",view_content,0.00
306,46,"09/09/2025 23:50",login,0.00
307,46,"21.9.25 03:57",login,0.00
308,46,"24/10/2025 04:12",play_video,0.00
309,46,"7-12-2025 22:40",view_content,0.00
310,46,"31.12.2025 15:19",view_content,0.00
311,46,"08.01.2026 10:13",view_content,0.00
312,46,"23/02/2026 04:24",login,0.00
313,47,"28/02/2025 06:17",registration,0.00
314,47,"08/03/2025 23:19",login,0.00
315,47,"15-3-2025 16:02",purchase,20.00
316,47,"06.04.2025 02:27",login,0.00
317,47,"08/05/2025 18:42",play_video,0.00
318,48,"3-2-2025 20:14",registration,0.00
319,48,"05/02/2025 3:35",view_content,0.00
320,48,"18/03/2025 03:55",support_request,0.00
321,48,"19.03.2025 21:48",purchase,30.00
322,48,"08.04.2025 05:04",login,0.00
323,48,"18/05/2025 05:01",view_content,0.00
324,48,"31-5-2025 10:36",login,0.00
325,48,"22/06/2025 21:58",view_content,0.00
326,48,"14/7/2025 23:30",login,0.00
327,48,"23-7-2025 16:10",view_content,0.00
328,48,"7/8/2025 3:19",view_content,0.00
329,48,"20/10/2025 08:51",cancel,0.00
330,49,"6-3-2025 10:26",registration,0.00
331,49,"11.03.2025 07:32",view_content,0.00
332,49,"13-3-2025 16:31",login,0.00
333,49,"13.04.2025 13:51",login,0.00
334,49,"26/06/2025 02:58",purchase,15.00
335,49,"28/06/2025 08:13",login,0.00
336,50,"18/2/2025 05:34",registration,0.00
337,50,"14/3/2025 14:43",cancel,0.00
338,50,"27/02/2025 22:34",play_video,0.00
339,50,"23/3/2025 09:39",login,0.00
340,50,"8/4/2025 19:53",view_content,0.00
341,50,"7-6-2025 1:38",login,0.00
342,50,"20/05/2025 12:53",login,0.00
343,50,"09.08.2025 04:43",view_content,0.00
344,50,"26.7.25 08:52",play_video,0.00
345,51,"09.06.2025 09:57",registration,0.00
346,51,"02.07.2025 17:58",login,0.00
347,51,"10/08/2025 4:56",play_video,0.00
348,51,"31.08.2025 23:56",play_video,0.00
349,51,"11-9-2025 22:35",view_content,0.00
350,51,"9/10/2025 23:47",view_content,0.00
351,51,"13.11.2025 03:54",login,0.00
352,51,"17.12.25 07:10",login,0.00
353,52,"28.5.25 23:38",registration,0.00
354,52,"23.06.2025 17:49",login,0.00
355,52,"12/8/2025 17:00",login,0.00
356,52,"07/09/2025 16:56",login,0.00
357,52,"27/8/2025 09:33",play_video,0.00
358,52,"22/10/2025 06:53",login,0.00
359,52,"7/11/2025 7:20",play_video,0.00
360,53,"28.03.2025 16:33",registration,0.00
361,53,"18.4.25 11:16",login,0.00
362,53,"11-5-2025 8:28",view_content,0.00
363,53,"10.06.2025 19:03",login,0.00
364,53,"29-5-2025 02:32",login,0.00
365,53,"10/8/2025 6:48",view_content,0.00
366,53,"11/09/2025 2:00",view_content,0.00
367,53,"07/10/2025 23:08",login,0.00
368,53,"2-10-2025 16:08",login,0.00
369,54,"18/5/2025 12:10",registration,0.00
370,54,"03/07/2025 19:30",support_request,0.00
371,55,"24/04/2025 01:35",registration,0.00
372,55,"11.05.2025 12:00",login,0.00
373,56,"23-1-2025 11:07",registration,0.00
374,56,"08/02/2025 10:38",play_video,0.00
375,56,"13.3.25 13:12",view_content,0.00
376,56,"25.03.2025 21:09",cancel,0.00
377,56,"24.04.2025 21:02",play_video,0.00
378,56,"08.07.2025 11:54","",0.00
379,56,"19/7/2025 23:57",login,0.00
380,57,"9/5/2025 7:24",registration,0.00
381,57,"5-7-2025 4:41",login,0.00
382,57,"10.06.2025 13:46",login,0.00
383,57,"27-7-2025 13:32",login,0.00
384,57,"20.12.25 01:54",login,0.00
385,58,"21/5/2025 15:35",registration,0.00
386,58,"16.6.25 20:03",view_content,0.00
387,58,"14-7-2025 11:01",login,0.00
388,58,"30.07.2025 23:52",login,0.00
389,58,"9.9.25 14:45",play_video,0.00
390,58,"13-10-2025 04:56",play_video,0.00
391,58,"30.10.25 03:23",view_content,0.00
392,58,"25/10/2025 10:36",view_content,0.00
393,58,"06/01/2026 18:59",view_content,0.00
394,59,"22/4/2025 11:51",registration,0.00
395,59,"28.04.2025 19:39",login,0.00
396,59,"17.05.2025 22:46",login,0.00
397,59,"24.05.2025 17:36",purchase,10.00
398,60,"8/1/2025 10:48",registration,0.00
399,60,"10/01/2025 6:59",view_content,0.00
400,60,"9/1/2025 0:14",login,0.00
401,60,"25.03.2025 19:48",login,0.00
402,60,"27-4-2025 23:16",login,0.00
403,60,"25.04.2025 07:08",view_content,0.00
404,60,"04.07.2025 11:00",play_video,0.00
405,60,"18/06/2025 00:47",cancel,0.00
406,60,"8.7.25 00:27",view_content,0.00
407,60,"30-7-2025 10:13",purchase,10.00
408,61,"22.01.2025 10:23",registration,0.00
409,61,"15/02/2025 18:20",login,0.00
410,61,"15-2-2025 22:53",view_content,0.00
411,61,"16/4/2025 06:16",login,0.00
412,61,"31.03.2025 10:44",login,0.00
413,61,"4/7/2025 5:12",play_video,0.00
414,62,"8.3.25 04:12",registration,0.00
415,62,"19/5/2025 19:46",login,0.00
416,62,"17/5/2025 12:04",play_video,0.00
417,63,"26-6-2025 09:02",registration,0.00
418,63,"1.7.25 11:55",login,0.00
419,64,"17.04.2025 21:59",registration,0.00
420,64,"25.06.2025 15:29",login,0.00
421,64,"30-7-2025 02:47",cancel,0.00
422,64,"27/08/2025 13:40",view_content,0.00
423,64,"07/09/2025 3:55","",0.00
424,64,"23/09/2025 17:53","",0.00
425,64,"23/09/2025 13:55",view_content,0.00
426,64,"27-11-2025 14:00",play_video,0.00
427,65,"17/01/2025 18:14",registration,0.00
428,65,"6.2.25 11:13",login,0.00
429,65,"28.1.25 04:44",view_content,0.00
430,65,"13/3/2025 03:48",play_video,0.00
431,65,"25.02.2025 09:33",support_request,0.00
432,65,"6-5-2025 12:09",login,0.00
433,65,"3-5-2025 17:59",login,0.00
434,65,"10-6-2025 4:19",login,0.00
435,65,"02.07.2025 22:55",login,0.00
436,65,"9-7-2025 1:32",login,0.00
437,65,"12.08.2025 16:23",play_video,0.00
438,65,"24.7.25 15:39",view_content,0.00
439,66,"17-1-2025 21:44",registration,0.00
440,66,"14/02/2025 14:30",login,0.00
441,67,"27.02.2025 01:42",registration,0.00
442,67,"25.3.25 00:42",cancel,0.00
443,67,"6-4-2025 17:27",login,0.00
444,67,"14-4-2025 21:35",view_content,0.00
445,68,"25.01.2025 03:09",registration,0.00
446,68,"15.02.2025 09:35",login,0.00
447,68,"12.03.2025 16:17",play_video,0.00
448,68,"16/04/2025 05:59",login,0.00
449,68,"8/4/2025 7:55",view_content,0.00
450,68,"13-5-2025 00:00",play_video,0.00
451,68,"11.6.25 17:33",view_content,0.00
452,68,"13/7/2025 06:02",play_video,0.00
453,68,"26/06/2025 19:55",login,0.00
454,68,"4-8-2025 12:00",login,0.00
455,69,"31/1/2025 01:47",registration,0.00
456,69,"19/2/2025 11:28",login,0.00
457,69,"8-2-2025 13:04",view_content,0.00
458,69,"25-5-2025 12:46",login,0.00
459,70,"13-2-2025 05:44",registration,0.00
460,70,"20-2-2025 14:59",view_content,0.00
461,71,"28/4/2025 17:08",registration,0.00
462,71,"15/07/2025 01:08",login,0.00
463,71,"04/07/2025 8:53",login,0.00
464,72,"8-4-2025 8:35",registration,0.00
465,72,"15-4-2025 00:10",view_content,0.00
466,72,"15-5-2025 18:13",login,0.00
467,72,"24-5-2025 07:19",login,0.00
468,72,"2.7.25 03:49",view_content,0.00
469,72,"19.07.2025 01:01",play_video,0.00
470,72,"26.07.2025 11:41",login,0.00
471,72,"17/9/2025 20:14",login,0.00
472,72,"10.10.2025 19:13",play_video,0.00
473,72,"31.10.2025 19:34",view_content,0.00
474,73,"20/2/2025 04:17",registration,0.00
475,73,"02/03/2025 20:35",cancel,0.00
476,73,"11/3/2025 8:26",login,0.00
477,74,"11/1/2025 15:01",registration,0.00
478,74,"01.02.2025 02:22",login,0.00
479,74,"14/02/2025 03:54",purchase,15.00
480,74,"25.03.2025 17:19",view_content,0.00
481,74,"7-4-2025 22:05",purchase,15.00
482,74,"02.05.2025 22:52",view_content,0.00
483,74,"04/06/2025 1:44",view_content,0.00
484,74,"20.5.25 12:49",play_video,0.00
485,75,"4/2/2025 15:16",registration,0.00
486,75,"31-5-2025 16:35",play_video,0.00
487,75,"09.05.2025 13:22",view_content,0.00
488,75,"30-7-2025 07:10",login,0.00
489,75,"8/7/2025 5:07",login,0.00
490,76,"22.3.25 14:04",registration,0.00
491,76,"12-6-2025 4:12",login,0.00
492,76,"26/06/2025 03:51",login,0.00
493,76,"9/7/2025 15:01",purchase,30.00
494,76,"8/8/2025 2:56",view_content,0.00
495,76,"23/08/2025 07:11",login,0.00
496,76,"05/09/2025 5:57",play_video,0.00
497,76,"01.10.2025 22:49",login,0.00
498,76,"7.10.25 12:48",play_video,0.00
499,76,"9-11-2025 22:02",login,0.00
500,76,"12.11.2025 22:49",view_content,0.00
501,76,"8.12.25 08:58",play_video,0.00
502,77,"26.02.2025 01:58",registration,0.00
503,77,"11/3/2025 7:31",login,0.00
504,77,"16/03/2025 13:36",login,0.00
505,77,"14.04.2025 03:03",login,0.00
506,77,"17.05.2025 09:31",view_content,0.00
507,77,"12/06/2025 14:51",play_video,0.00
508,77,"10-6-2025 9:57",login,0.00
509,77,"8/9/2025 23:31",view_content,0.00
510,78,"16/2/2025 09:40",registration,0.00
511,78,"12/04/2025 3:41",cancel,0.00
512,78,"12.6.25 05:57",login,0.00
513,78,"19.6.25 11:37",play_video,0.00
514,79,"17/02/2025 18:10",registration,0.00
515,79,"7-3-2025 18:47",support_request,0.00
516,79,"31/3/2025 08:57",play_video,0.00
517,79,"9.5.25 20:54",view_content,0.00
518,79,"11.07.2025 13:17",support_request,0.00
519,79,"20-6-2025 02:00",login,0.00
520,79,"27/07/2025 09:17",login,0.00
521,79,"04/08/2025 17:02",login,0.00
522,79,"1-9-2025 3:52",purchase,40.00
523,79,"11.10.2025 19:58",view_content,0.00
524,80,"02.01.2025 00:54",registration,0.00
525,80,"17.1.25 02:53",cancel,0.00
526,80,"06/02/2025 6:29",login,0.00
527,80,"24/3/2025 20:06",play_video,0.00
528,80,"02/04/2025 12:53",cancel,0.00
529,80,"3-5-2025 11:03",view_content,0.00
530,80,"28/05/2025 19:04","",20.00
531,81,"23/2/2025 04:45",registration,0.00
532,81,"25.2.25 16:15",login,0.00
533,81,"6-4-2025 15:09",login,0.00
534,81,"9.4.25 01:32",login,0.00
535,81,"19-5-2025 14:48",login,0.00
536,81,"26/4/2025 19:32",play_video,0.00
537,81,"18/6/2025 04:46",login,0.00
538,82,"9-5-2025 20:21",registration,0.00
539,82,"11/05/2025 6:29",view_content,0.00
540,82,"13-6-2025 15:54",play_video,0.00
541,82,"22.06.2025 22:15",login,0.00
542,83,"21.03.2025 16:39",registration,0.00
543,83,"16-4-2025 10:32",support_request,0.00
544,83,"2-4-2025 2:42",play_video,0.00
545,83,"02/05/2025 21:41",view_content,0.00
546,84,"12-3-2025 19:32",registration,0.00
547,84,"29.3.25 06:39",view_content,0.00
548,85,"11.02.2025 11:12",registration,0.00
549,85,"08/03/2025 12:40",support_request,0.00
550,85,"30/04/2025 08:10",play_video,0.00
551,85,"23.04.2025 06:54",login,0.00
552,85,"3-6-2025 15:28",login,0.00
553,85,"9/7/2025 1:30",login,0.00
554,85,"7/7/2025 16:09",play_video,0.00
555,86,"5/6/2025 13:35",registration,0.00
556,86,"22-6-2025 07:35",view_content,0.00
557,86,"12-6-2025 14:22",login,0.00
558,86,"23/07/2025 14:34",login,0.00
559,86,"7.7.25 21:29",view_content,0.00
560,86,"15-8-2025 18:33",cancel,0.00
561,86,"9.8.25 00:24",login,0.00
562,86,"15.09.2025 19:21",login,0.00
563,86,"12.9.25 21:36",play_video,0.00
564,86,"19.10.2025 22:05",login,0.00
565,86,"03/11/2025 20:54",view_content,0.00
566,86,"27-12-2025 04:47",view_content,0.00
567,86,"16-2-2026 21:33",login,0.00
568,86,"7/2/2026 14:30",view_content,0.00
569,87,"31/5/2025 06:06",registration,0.00
570,87,"16/06/2025 21:08",view_content,0.00
571,87,"12.7.25 16:28",login,0.00
572,87,"22/7/2025 17:55",view_content,0.00
573,87,"20/9/2025 03:31",support_request,0.00
574,87,"17/09/2025 08:19",login,0.00
575,87,"24/10/2025 15:01",login,0.00
576,87,"21.10.2025 16:34",purchase,20.00
577,87,"14.11.2025 15:01",view_content,0.00
578,88,"22/4/2025 05:33",registration,0.00
579,88,"16.05.2025 03:46",login,0.00
580,88,"26.5.25 04:54",login,0.00
581,88,"28/6/2025 22:37",login,0.00
582,88,"11.07.2025 21:44",play_video,0.00
583,89,"13/6/2025 21:47",registration,0.00
584,89,"27/6/2025 03:42",login,0.00
585,89,"17.07.2025 23:55",view_content,0.00
586,89,"16/07/2025 22:59",view_content,0.00
587,89,"14-8-2025 09:39",login,0.00
588,89,"09/10/2025 18:58",view_content,0.00
589,89,"06/11/2025 14:01",login,0.00
590,89,"4/11/2025 2:53",login,0.00
591,89,"20.11.2025 19:49",login,0.00
592,89,"8-12-2025 9:12",login,0.00
593,90,"06/03/2025 4:23",registration,0.00
594,90,"22/03/2025 22:40",login,0.00
595,90,"27.03.2025 11:03",play_video,0.00
596,90,"7-4-2025 17:55",view_content,0.00
597,90,"10-5-2025 9:46",view_content,0.00
598,90,"06/07/2025 23:35",view_content,0.00
599,90,"21/7/2025 00:19",play_video,0.00
600,91,"10.03.2025 07:58",registration,0.00
601,91,"17/03/2025 02:59",view_content,0.00
602,91,"21.03.2025 04:24",view_content,0.00
603,91,"30-4-2025 22:43",login,0.00
604,91,"04/06/2025 17:44",view_content,0.00
605,91,"19.05.2025 13:20",login,0.00
606,91,"21.06.2025 09:28","",0.00
607,91,"4.8.25 04:41",login,0.00
608,91,"29-7-2025 04:32",login,0.00
609,91,"01/10/2025 23:12",play_video,0.00
